frame,frame.dlt,frame.time,frame.offset_shift,frame.time_epoch,frame.time_delta,frame.time_delta_displayed,frame.time_relative,frame.number,frame.len,frame.cap_len,frame.marked,frame.ignored,frame.protocols,wlan,wlan.fc.type_subtype,wlan.fc,wlan.fc.version,wlan.fc.type,wlan.fc.subtype,wlan.flags,wlan.fc.ds,wlan.fc.frag,wlan.fc.retry,wlan.fc.pwrmgt,wlan.fc.moredata,wlan.fc.protected,wlan.fc.order,wlan.duration,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,text,wlan.qos.tid,wlan.qos.priority,wlan.qos.bit4,wlan.qos.ack,wlan.qos.amsdupresent,wlan.qos.txop_dur_req,llc,llc.dsap,llc.dsap.ig,llc.ssap,llc.ssap.cr,llc.control,llc.control.u_modifier_cmd,llc.control.ftype,llc.oui,llc.type,wsmpv2,wsmpv2.version,wsmpv2.psid,text,wsmpv2.exten.power_id,wsmpv2.exten.power_len,wsmpv2.txpower,text,wsmp.exten.rate_id,wsmpv2.exten.rate.len,wsmpv2.rate,text,wsmpv2.exten.chan_id,wsmpv2.exten.chan_len,wsmpv2.channel,wsmpv2.wsmelementid,wsmpv2.wsmlength,text,wsmpv2.wsmpcontrol,text,ieee16092.version,ieee16092.contentType,ieee16092.identifiertype,ieee16092.certificate,ieee16092.msgflag,ieee16092.not_supported,ieee16092.use_gen_time,ieee16092.expires,ieee16092.use.location,ieee16092.use_exten_field,ieee16092.psid,ieee16092.length,ieee16092.generation_time,text,text,text,bsm,j2735.BasicSafetyMessage,j2735.msgID,j2735.blob1,j2735.msgCount,j2735.temporaryid,j2735.uniqueid,j2735.dsecond,j2735.pos3D,j2735.pos3D.lat,j2735.pos3D.long,j2735.pos3Delevation,j2735.accuracy,j2735.speed,j2735.heading,j2735.steeringAngle,j2735.accelSet4Way,j2735.accelSet4Way.lon,j2735.accelSet4Way.lat,j2735.accelSet4Way.vert,j2735.accelSet4Way.yaw,j2735.brakeSystemStatus,j2735.size,j2735.width,j2735.length,j2735.safetyExt,j2735.pathHistory,j2735.initialPosition,j2735.utcTime,j2735.year,j2735.month,j2735.day,j2735.hour,j2735.minute,j2735.dsecond,j2735.long,j2735.lat,j2735.itemCnt,j2735.crumbData,j2735.pathHistoryPointSets_04,j2735.status,j2735.vehicleData,j2735.height,j2735.bumpers,j2735.frnt,j2735.rear,j2735.mass,j2735.trailerWeight,j2735.VehicleType03
"Frame 157: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:19.747580000","0.000000000","1378918339.747580000","0.099277000","0.099277000","15.568903000","157","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","312",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee66adb7d",,,"QoS Control","bsm","1","2","1","96","0xa0710123","0x0123",,"1","389387168","-771769946","705","4294967295","57345","0","0x7f","00:01:07:d1:32:00:00","1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"19600",,,"1","3","ff:ed:bf:e8:a0:26:06:18",,"1","30","1","43","43","34",,"4"
"Frame 158: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:19.878774000","0.000000000","1378918339.878774000","0.131194000","0.131194000","15.700097000","158","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","314",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee66cddab",,,"QoS Control","bsm","1","2","1","97","0xa0710123","0x0123",,"1","389387167","-771769951","707","4294967295","57344","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"19800",,,"1","3","ff:ed:7f:e8:50:27:06:23",,"1","30","1","43","43","34",,"4"
"Frame 159: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:19.940607000","0.000000000","1378918339.940607000","0.061833000","0.061833000","15.761930000","159","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","316",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee66dd10c",,,"QoS Control","bsm","1","2","1","98","0xa0710123","0x0123",,"1","389387167","-771769951","707","4294967295","57344","0","0x7f","ff:fe:07:d1:32:00:00","-2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"19800",,,"1","3","ff:ed:7f:e8:50:27:06:2c",,"1","30","1","43","43","34",,"4"
"Frame 160: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.046071000","0.000000000","1378918340.046071000","0.105464000","0.105464000","15.867394000","160","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","318",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee66f6b34",,,"QoS Control","bsm","1","2","1","99","0xa0710123","0x0123",,"1","389387165","-771769953","707","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"19900",,,"1","3","ff:ec:ff:e8:40:27:06:36",,"1","30","1","43","43","34",,"4"
"Frame 161: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.146772000","0.000000000","1378918340.146772000","0.100701000","0.100701000","15.968095000","161","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","320",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee670f2cc",,,"QoS Control","bsm","1","2","1","100","0xa0710123","0x0123",,"1","389387163","-771769955","707","4294967295","57344","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20000",,,"1","3","ff:ec:7f:e8:20:28:06:40",,"1","30","1","43","43","34",,"4"
"Frame 162: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","1","Sep 11, 2013 16:52:20.249192000","0.000000000","1378918340.249192000","0.102420000","0.102420000","16.070515000","162","316","316","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","322",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","254",,"1",,"2","1","3","03:00:03:7c:fa:71:fe:b7:12:69:8b:01:12:80:00:00:00:00:00:00:00:72:be:67:c7:7c:97:9d:83:e6:f9:01:02:20:00:04:12:ce:a5:fb:61:b6:00:00:00:01:02:dd:e7:fe:0d:ee:f8:63:fd:99:2b:22:83:bc:af:44:15:ec:7b:8b:fe:33:bd:1c:e1:b1:71:95:a6:46:ef:25:47","0x02","0","1","0",,"0","32","94","0x0001164ee6728414",,,"QoS Control","bsm","1","2","1","101","0xa0710123","0x0123",,"1","389387163","-771769958","707","4294967295","57344","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20100",,,"1","3","ff:ec:7f:e7:f0:28:06:4b",,"1","30","1","43","43","34",,"4"
"Frame 163: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.348648000","0.000000000","1378918340.348648000","0.099456000","0.099456000","16.169971000","163","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","324",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee6740745",,,"QoS Control","bsm","1","2","1","102","0xa0710123","0x0123",,"1","389387163","-771769960","707","4294967295","57346","0","0x7f","00:04:07:d1:32:00:00","4","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20200",,,"1","3","ff:ec:7f:e7:d0:28:06:55",,"1","30","1","43","43","34",,"4"
"Frame 164: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.448666000","0.000000000","1378918340.448666000","0.100018000","0.100018000","16.269989000","164","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","326",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee6758db9",,,"QoS Control","bsm","1","2","1","103","0xa0710123","0x0123",,"1","389387162","-771769962","707","4294967295","57345","0","0x7f","00:02:07:d1:32:00:00","2","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20300",,,"1","3","ff:ec:3f:e7:b0:28:06:5f",,"1","30","1","43","43","34",,"4"
"Frame 165: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.546394000","0.000000000","1378918340.546394000","0.097728000","0.097728000","16.367717000","165","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","328",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee6771064",,,"QoS Control","bsm","1","2","1","104","0xa0710123","0x0123",,"1","389387162","-771769963","709","4294967295","57346","0","0x7f","00:05:07:d1:32:00:00","5","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20400",,,"1","3","ff:ec:3f:e7:a0:29:06:68",,"1","30","1","43","43","34",,"4"
"Frame 166: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.648064000","0.000000000","1378918340.648064000","0.101670000","0.101670000","16.469387000","166","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","330",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee6789ac9",,,"QoS Control","bsm","1","2","1","105","0xa0710123","0x0123",,"1","389387160","-771769967","709","4294967295","57344","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20500",,,"1","3","ff:eb:bf:e7:60:29:06:73",,"1","30","1","43","43","34",,"4"
"Frame 167: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","1","Sep 11, 2013 16:52:20.748605000","0.000000000","1378918340.748605000","0.100541000","0.100541000","16.569928000","167","316","316","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","332",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","254",,"1",,"2","1","3","03:00:03:7c:fa:71:fe:b7:12:69:8b:01:12:80:00:00:00:00:00:00:00:72:be:67:c7:7c:97:9d:83:e6:f9:01:02:20:00:04:12:ce:a5:fb:61:b6:00:00:00:01:02:dd:e7:fe:0d:ee:f8:63:fd:99:2b:22:83:bc:af:44:15:ec:7b:8b:fe:33:bd:1c:e1:b1:71:95:a6:46:ef:25:47","0x02","0","1","0",,"0","32","94","0x0001164ee67a2528",,,"QoS Control","bsm","1","2","1","106","0xa0710123","0x0123",,"1","389387160","-771769968","709","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20600",,,"1","3","ff:eb:bf:e7:50:29:06:7d",,"1","30","1","43","43","34",,"4"
"Frame 168: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.856080000","0.000000000","1378918340.856080000","0.107475000","0.107475000","16.677403000","168","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","334",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee67bafa0",,,"QoS Control","bsm","1","2","1","107","0xa0710123","0x0123",,"1","389387158","-771769970","709","4294967295","57345","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20700",,,"1","3","ff:eb:3f:e7:30:29:06:87",,"1","30","1","43","43","34",,"4"
"Frame 169: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:20.942163000","0.000000000","1378918340.942163000","0.086083000","0.086083000","16.763486000","169","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","336",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee67d1647",,,"QoS Control","bsm","1","2","1","108","0xa0710123","0x0123",,"1","389387158","-771769973","709","4294967295","57345","0","0x7f","ff:ff:07:d1:31:00:00","-1","2001","49","0","2048","1","200","500","1","1",,,,,,,,"20800",,,"1","3","ff:eb:3f:e7:00:29:06:90",,"1","30","1","43","43","34",,"4"
"Frame 170: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:21.056434000","0.000000000","1378918341.056434000","0.114271000","0.114271000","16.877757000","170","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","338",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee67ebd76",,,"QoS Control","bsm","1","2","1","109","0xa0710123","0x0123",,"1","389387157","-771769975","710","4294967295","57344","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"20900",,,"1","3","ff:ea:ff:e6:e0:2a:06:9b",,"1","30","1","43","43","34",,"4"
"Frame 171: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:21.144551000","0.000000000","1378918341.144551000","0.088117000","0.088117000","16.965874000","171","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","340",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee6802eee",,,"QoS Control","bsm","1","2","1","110","0xa0710123","0x0123",,"1","389387157","-771769978","710","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"21000",,,"1","3","ff:ea:ff:e6:b0:2a:06:a4",,"1","30","1","43","43","34",,"4"
"Frame 172: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:21.247182000","0.000000000","1378918341.247182000","0.102631000","0.102631000","17.068505000","172","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","342",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee681bec5",,,"QoS Control","bsm","1","2","1","111","0xa0710123","0x0123",,"1","389387155","-771769980","710","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"21100",,,"1","3","ff:ea:7f:e6:90:2a:06:ae",,"1","30","1","43","43","34",,"4"
"Frame 173: 316 bytes on wire (2528 bits), 316 bytes captured (2528 bits)","1","Sep 11, 2013 16:52:21.345933000","0.000000000","1378918341.345933000","0.098751000","0.098751000","17.167256000","173","316","316","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","344",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","254",,"1",,"2","1","3","03:00:03:7c:fa:71:fe:b7:12:69:8b:01:12:80:00:00:00:00:00:00:00:72:be:67:c7:7c:97:9d:83:e6:f9:01:02:20:00:04:12:ce:a5:fb:61:b6:00:00:00:01:02:dd:e7:fe:0d:ee:f8:63:fd:99:2b:22:83:bc:af:44:15:ec:7b:8b:fe:33:bd:1c:e1:b1:71:95:a6:46:ef:25:47","0x02","0","1","0",,"0","32","94","0x0001164ee6834166",,,"QoS Control","bsm","1","2","1","112","0xa0710123","0x0123",,"1","389387155","-771769982","710","4294967295","57348","0","0x7f","00:08:07:d1:32:00:00","8","2001","50","0","2048","1","200","500","1","1",,,,,,,,"21200",,,"1","3","ff:ea:7f:e6:60:2b:06:b8",,"1","30","1","43","43","34",,"4"
"Frame 174: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:21.458456000","0.000000000","1378918341.458456000","0.112523000","0.112523000","17.279779000","174","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","346",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee684db69",,,"QoS Control","bsm","1","2","1","113","0xa0710123","0x0123",,"1","389387153","-771769985","710","4294967295","57347","0","0x7f","00:08:07:d1:32:00:00","8","2001","50","0","2048","1","200","500","1","1",,,,,,,,"21300",,,"1","3","ff:e9:ff:e6:40:2b:06:c3",,"1","30","1","43","43","34",,"4"
"Frame 175: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:21.541090000","0.000000000","1378918341.541090000","0.082634000","0.082634000","17.362413000","175","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","348",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee6863ad9",,,"QoS Control","bsm","1","2","1","114","0xa0710123","0x0123",,"1","389387153","-771769988","710","4294967295","57344","0","0x7f","ff:ff:07:d1:32:00:00","-1","2001","50","0","2048","1","200","500","1","1",,,,,,,,"21400",,,"1","3","ff:e9:ff:e6:10:2b:06:cc",,"1","30","1","43","43","34",,"4"
"Frame 176: 245 bytes on wire (1960 bits), 245 bytes captured (1960 bits)","1","Sep 11, 2013 16:52:21.646063000","0.000000000","1378918341.646063000","0.104973000","0.104973000","17.467386000","176","245","245","0","0","eth:wlan:llc:wsmpv2:bsm","IEEE 802.11 QoS Data, Flags: ........","0x28","0x0088","0","2","8","0x00","0x00","0","0","0","0","0","0","0","ff:ff:ff:ff:ff:ff","d5:cc:26:fb:b6:c2","ff:ff:ff:ff:ff:ff","0","350",,"2","2","0","0x00","0","0","llc","0xaa","0","0xaa","0","0x0003","0x00","0x03","0x000000","0x88dc","WSMP IEEE 1609.3r2010 PSID: (32) (Channel: 172) (Data Rate: 6 Mb/s) (TX Power: 22)","2","32",,"4","1","22",,"16",,"6",,"15","1","172","0x81","183",,"1",,"2","1","2",,"0x02","0","1","0",,"0","32","94","0x0001164ee687d4bf",,,"QoS Control","bsm","1","2","1","115","0xa0710123","0x0123",,"1","389387152","-771769990","712","4294967295","57345","0","0x7f","00:00:07:d1:32:00:00","0","2001","50","0","2048","1","200","500","1","1",,,,,,,,"21500",,,"1","3","ff:e9:bf:e5:f0:2c:06:d6",,"1","30","1","43","43","34",,"4"
